title,price,location,date,link
"Pachet 4 Jocuri Nintendo Switch + Cutie Depozitare (Minecraft, Animal Crossing)",400 lei,N/A,N/A,https://www.olx.ro/d/oferta/pachet-4-jocuri-nintendo-switch-cutie-depozitare-minecraft-animal-crossing-IDkMkkv.html?search_reason=search%7Corganic
Vand PS4/Nintendo Switch/Jocurii,50 lei,N/A,N/A,https://www.olx.ro/d/oferta/vand-ps4-nintendo-switch-jocurii-IDkwwGJ.html?search_reason=search%7Corganic
Joy-Con dreapta (roșu neon) (Nintendo Switch),130 lei,N/A,N/A,https://www.olx.ro/d/oferta/joy-con-dreapta-rosu-neon-nintendo-switch-IDkLZCS.html?search_reason=search%7Corganic
Set accesorii originale Nintendo Switch – Dock și Joy-Con Grip,200 lei,N/A,N/A,https://www.olx.ro/d/oferta/set-accesorii-originale-nintendo-switch-dock-si-joy-con-grip-IDkIxlW.html?search_reason=search%7Corganic
Konix Paar Joypads pentru Nintendo Switch și Switch OLED - Compatibil cu Nintendo Switch 2,2130 lei,N/A,N/A,https://www.olx.ro/d/oferta/konix-paar-joypads-pentru-nintendo-switch-si-switch-oled-compatibil-cu-nintendo-switch-2-IDkLZHT.html?search_reason=search%7Corganic
Hyrule Warriors Switch 2 Edition Nou Sigilat,220 lei,N/A,N/A,https://www.olx.ro/d/oferta/hyrule-warriors-switch-2-edition-nou-sigilat-IDkhUGz.html?search_reason=search%7Corganic
Joc Nintendo Switch - Peppa Pig My Friend,60 lei,N/A,N/A,https://www.olx.ro/d/oferta/joc-nintendo-switch-peppa-pig-my-friend-IDkea7Y.html?search_reason=search%7Corganic
Razer blackshark V3 white edition wirless,650 lei,N/A,N/A,https://www.olx.ro/d/oferta/razer-blackshark-v3-white-edition-wirless-IDkMcjB.html?search_reason=search%7Corganic
Subsonic - Controler wireless Switch & Switch 2,280 lei,N/A,N/A,https://www.olx.ro/d/oferta/subsonic-controler-wireless-switch-switch-2-IDkM1nW.html?search_reason=search%7Corganic
Nexigo Gripcon grip cu joycon(Hall Effect) si Dock HDMI tv Nintendo Switch Oled sau normal,170 lei,N/A,N/A,https://www.olx.ro/d/oferta/nexigo-gripcon-grip-cu-joyconhall-effect-si-dock-hdmi-tv-nintendo-switch-oled-sau-normal-IDkLaJv.html?search_reason=search%7Corganic
Consola Nintendo Switch Mario bross edition + card 128 GB  ( cititor card  joc defect),400 lei,N/A,N/A,https://www.olx.ro/d/oferta/consola-nintendo-switch-mario-bross-edition-card-128-gb-cititor-card-joc-defect-IDkLsYN.html?search_reason=search%7Cpromoted
Nintendo Split pad compact,150 lei,N/A,N/A,https://www.olx.ro/d/oferta/nintendo-split-pad-compact-IDjgb1a.html?search_reason=search%7Corganic
"Pachet 4 Jocuri Nintendo Switch + Cutie Depozitare (Minecraft, Animal Crossing)",400 lei,N/A,N/A,https://www.olx.ro/d/oferta/pachet-4-jocuri-nintendo-switch-cutie-depozitare-minecraft-animal-crossing-IDkMkkv.html?search_reason=search%7Corganic
Vand PS4/Nintendo Switch/Jocurii,50 lei,N/A,N/A,https://www.olx.ro/d/oferta/vand-ps4-nintendo-switch-jocurii-IDkwwGJ.html?search_reason=search%7Corganic
Joy-Con dreapta (roșu neon) (Nintendo Switch),130 lei,N/A,N/A,https://www.olx.ro/d/oferta/joy-con-dreapta-rosu-neon-nintendo-switch-IDkLZCS.html?search_reason=search%7Corganic
Set accesorii originale Nintendo Switch – Dock și Joy-Con Grip,200 lei,N/A,N/A,https://www.olx.ro/d/oferta/set-accesorii-originale-nintendo-switch-dock-si-joy-con-grip-IDkIxlW.html?search_reason=search%7Corganic
Konix Paar Joypads pentru Nintendo Switch și Switch OLED - Compatibil cu Nintendo Switch 2,2130 lei,N/A,N/A,https://www.olx.ro/d/oferta/konix-paar-joypads-pentru-nintendo-switch-si-switch-oled-compatibil-cu-nintendo-switch-2-IDkLZHT.html?search_reason=search%7Corganic
Hyrule Warriors Switch 2 Edition Nou Sigilat,220 lei,N/A,N/A,https://www.olx.ro/d/oferta/hyrule-warriors-switch-2-edition-nou-sigilat-IDkhUGz.html?search_reason=search%7Corganic
Joc Nintendo Switch - Peppa Pig My Friend,60 lei,N/A,N/A,https://www.olx.ro/d/oferta/joc-nintendo-switch-peppa-pig-my-friend-IDkea7Y.html?search_reason=search%7Corganic
Razer blackshark V3 white edition wirless,650 lei,N/A,N/A,https://www.olx.ro/d/oferta/razer-blackshark-v3-white-edition-wirless-IDkMcjB.html?search_reason=search%7Corganic
Subsonic - Controler wireless Switch & Switch 2,280 lei,N/A,N/A,https://www.olx.ro/d/oferta/subsonic-controler-wireless-switch-switch-2-IDkM1nW.html?search_reason=search%7Corganic
Nexigo Gripcon grip cu joycon(Hall Effect) si Dock HDMI tv Nintendo Switch Oled sau normal,170 lei,N/A,N/A,https://www.olx.ro/d/oferta/nexigo-gripcon-grip-cu-joyconhall-effect-si-dock-hdmi-tv-nintendo-switch-oled-sau-normal-IDkLaJv.html?search_reason=search%7Corganic
